Gender,Age,Debt,Married,BankCustomer,Industry,Ethnicity,YearsEmployed,PriorDefault,Employed,CreditScore,DriversLicense,Citizen,ZipCode,Income,Approved
1,21.33,7.5,1,1,ConsumerStaples,White,1.415,1,1,1,0,ByBirth,80,9800,1
1,48.33,12.0,1,1,CommunicationServices,White,16.0,1,0,0,0,ByOtherMeans,110,0,1
1,28.67,9.335,1,1,Materials,Black,5.665,1,1,6,0,ByBirth,381,168,1
1,34.75,15.0,1,1,Transport,Other,5.375,1,1,9,1,ByBirth,0,134,1
1,22.67,10.5,1,1,Materials,Black,1.335,1,0,0,0,ByBirth,100,0,1
0,23.25,5.875,1,1,Materials,White,3.17,1,1,10,0,ByBirth,120,245,1
1,25.17,6.0,1,1,Energy,White,1.0,1,1,3,0,ByBirth,0,0,1
1,19.17,9.5,1,1,Industrials,White,1.5,1,0,0,0,ByBirth,120,2206,1
1,34.92,2.5,1,1,Industrials,White,0.0,1,0,0,1,ByBirth,239,200,1
1,44.33,0.5,1,1,ConsumerDiscretionary,Black,5.0,1,0,0,1,ByBirth,320,0,1
0,50.08,12.54,1,1,ConsumerStaples,White,2.29,1,1,3,1,ByBirth,156,0,1
1,30.17,0.5,1,1,Energy,White,1.75,1,1,11,0,ByBirth,32,540,1
1,27.67,2.0,1,1,Utilities,Black,1.0,1,1,4,0,ByBirth,140,7544,1
0,28.08,15.0,0,0,Education,Other,0.0,1,0,0,0,ByBirth,0,13212,1
1,48.17,7.625,1,1,Industrials,Black,15.5,1,1,12,0,ByBirth,0,790,1
0,49.83,13.585,1,1,Financials,Black,8.5,1,0,0,1,ByBirth,0,0,1
0,41.33,1.0,1,1,ConsumerDiscretionary,Asian,2.25,1,0,0,1,ByBirth,0,300,1
0,35.75,0.915,1,1,ConsumerStaples,White,0.75,1,1,4,0,ByBirth,0,1583,1
0,46.67,0.46,1,1,InformationTechnology,Black,0.415,1,1,11,1,ByBirth,440,6,1
1,25.75,0.75,1,1,Energy,Asian,0.25,1,0,0,0,ByBirth,349,23,1
0,28.17,0.375,1,1,Materials,White,0.585,1,1,4,0,ByBirth,80,0,1
0,17.58,9.0,1,1,ConsumerStaples,White,1.375,1,0,0,1,ByBirth,0,0,1
1,27.75,0.585,0,0,InformationTechnology,White,0.25,1,1,2,0,ByBirth,260,500,1
1,41.17,4.04,1,1,InformationTechnology,Black,7.0,1,1,8,0,ByBirth,320,0,1
1,39.17,1.71,1,1,Utilities,White,0.125,1,1,5,1,ByBirth,480,0,1
0,15.83,0.585,1,1,Energy,Black,1.5,1,1,2,0,ByBirth,100,0,1
1,22.67,0.165,1,1,Energy,Other,2.25,0,0,0,1,ByOtherMeans,0,0,1
0,38.25,6.0,1,1,Financials,White,1.0,1,0,0,1,ByBirth,0,0,1
1,27.83,1.5,1,1,Industrials,White,2.0,1,1,11,1,ByBirth,434,35,1
0,18.92,9.25,0,0,Energy,White,1.0,1,1,4,1,ByBirth,80,500,1
0,19.17,8.585,1,1,InformationTechnology,Black,0.75,1,1,7,0,ByBirth,96,0,1
0,25.0,12.33,1,1,InformationTechnology,Black,3.5,1,1,6,0,ByBirth,400,458,1
0,28.67,1.04,1,1,Energy,White,2.5,1,1,5,1,ByBirth,300,1430,1
0,33.08,4.625,1,1,Materials,Black,1.625,1,1,2,0,ByBirth,0,0,1
0,18.83,9.5,1,1,Industrials,White,1.625,1,1,6,1,ByBirth,40,600,1
0,28.08,15.0,0,0,Education,Other,0.0,1,0,0,0,ByBirth,0,13212,1
0,18.08,0.375,0,1,InformationTechnology,Latino,10.0,0,0,0,1,ByOtherMeans,300,0,1
0,25.75,0.5,1,1,Energy,Black,0.875,1,0,0,1,ByBirth,491,0,1
1,22.58,10.04,1,1,Utilities,White,0.04,1,1,9,0,ByBirth,60,396,1
1,33.5,1.75,1,1,Utilities,Black,4.5,1,1,4,1,ByBirth,253,857,1
0,23.42,0.79,0,0,Materials,White,1.5,1,1,2,1,ByBirth,80,400,1
1,26.17,0.25,1,1,ConsumerDiscretionary,Asian,0.0,1,0,0,1,ByBirth,0,0,1
1,41.33,0.0,1,1,Energy,Asian,15.0,1,0,0,0,ByBirth,0,0,1
1,33.17,3.165,0,0,Utilities,White,3.165,1,1,3,1,ByBirth,380,0,1
1,44.33,0.5,1,1,ConsumerDiscretionary,Black,5.0,1,0,0,1,ByBirth,320,0,1
1,16.17,0.04,1,1,Energy,White,0.04,0,0,0,0,ByBirth,0,0,1
1,18.08,5.5,1,1,Financials,White,0.5,1,0,0,0,ByBirth,80,0,1
1,41.17,4.04,1,1,InformationTechnology,Black,7.0,1,1,8,0,ByBirth,320,0,1
1,32.33,3.5,1,1,Financials,White,0.5,0,0,0,1,ByBirth,232,0,0
0,22.67,0.75,1,1,Energy,White,2.0,0,1,2,1,ByBirth,200,394,0
1,19.67,10.0,0,0,Financials,Black,0.835,1,0,0,1,ByBirth,140,0,0
1,22.92,3.165,0,0,Energy,White,0.165,0,0,0,0,ByBirth,160,1058,0
1,27.58,3.25,0,0,Materials,Black,5.085,0,1,2,1,ByBirth,369,1,0
1,18.83,3.54,0,0,Healthcare,Latino,0.0,0,0,0,1,ByBirth,180,1,0
0,53.33,0.165,1,1,Healthcare,Latino,0.0,0,0,0,1,ByOtherMeans,62,27,0
1,32.33,3.5,1,1,Financials,White,0.5,0,0,0,1,ByBirth,232,0,0
1,29.25,13.0,1,1,Real Estate,Black,0.5,0,0,0,0,ByBirth,228,0,0
0,28.58,1.665,1,1,Materials,White,2.415,1,0,0,1,ByBirth,440,0,0
1,35.25,3.165,1,1,Utilities,Black,3.75,1,0,0,1,ByBirth,680,0,0
1,18.83,0.0,1,1,Materials,White,0.665,0,0,0,0,ByBirth,160,1,0
1,20.08,0.25,1,1,Materials,White,0.125,0,0,0,0,ByBirth,200,0,0
1,28.46,0.04,0,0,Real Estate,White,4.25,0,0,0,1,ByBirth,460,0,0
0,15.75,0.375,1,1,Energy,White,1.0,0,0,0,0,ByBirth,120,18,0
1,19.5,9.585,1,1,ConsumerStaples,White,0.79,0,0,0,0,ByBirth,80,350,0
1,25.67,3.25,1,1,Energy,Black,2.29,0,1,1,1,ByBirth,416,21,0
1,16.33,4.085,1,1,ConsumerDiscretionary,Black,0.415,0,0,0,1,ByBirth,120,0,0
1,38.42,0.705,1,1,Energy,White,0.375,0,1,2,0,ByBirth,225,500,0
1,35.25,3.165,1,1,Utilities,Black,3.75,1,0,0,1,ByBirth,680,0,0
1,31.08,1.5,0,0,Industrials,White,0.04,0,0,0,0,ByOtherMeans,160,0,0
1,52.42,1.5,1,1,Real Estate,White,3.75,0,0,0,1,ByBirth,0,350,0
1,40.92,0.5,0,0,CommunicationServices,White,0.5,0,0,0,1,ByBirth,130,0,0
0,53.33,0.165,1,1,Healthcare,Latino,0.0,0,0,0,1,ByOtherMeans,62,27,0
0,17.92,0.54,1,1,Energy,White,1.75,0,1,1,1,ByBirth,80,5,0
1,20.67,0.415,1,1,Energy,White,0.125,0,0,0,0,ByBirth,0,44,0
0,27.17,1.25,1,1,Healthcare,Latino,0.0,0,1,1,0,ByBirth,92,300,0
1,34.25,1.75,1,1,Industrials,Asian,0.25,1,0,0,1,ByBirth,163,0,0
0,27.58,3.0,1,1,CommunicationServices,White,2.79,0,1,1,1,ByBirth,280,10,0
1,26.75,2.0,1,1,Real Estate,White,0.75,0,0,0,1,ByBirth,80,0,0
0,30.58,10.665,1,1,Materials,Black,0.085,0,1,12,1,ByBirth,129,3,0
1,22.92,3.165,0,0,Energy,White,0.165,0,0,0,0,ByBirth,160,1058,0
1,27.83,1.0,0,0,Real Estate,Black,3.0,0,0,0,0,ByBirth,176,537,0
0,30.42,1.375,1,1,Industrials,Black,0.04,0,1,3,0,ByBirth,0,33,0
1,22.0,0.79,1,1,Industrials,White,0.29,0,1,1,0,ByBirth,420,283,0
1,21.08,4.125,0,0,ConsumerDiscretionary,Black,0.04,0,0,0,0,ByBirth,140,100,0
0,16.92,0.5,1,1,ConsumerDiscretionary,White,0.165,0,1,6,1,ByBirth,240,35,0
1,19.5,9.585,1,1,ConsumerStaples,White,0.79,0,0,0,0,ByBirth,80,350,0
0,30.42,1.375,1,1,Industrials,Black,0.04,0,1,3,0,ByBirth,0,33,0
1,33.17,2.25,0,0,InformationTechnology,White,3.5,0,0,0,1,ByBirth,200,141,0
0,53.33,0.165,1,1,Healthcare,Latino,0.0,0,0,0,1,ByOtherMeans,62,27,0
1,45.33,1.0,1,1,Materials,White,0.125,0,0,0,1,ByBirth,263,0,0
1,29.5,2.0,0,0,Education,Black,2.0,0,0,0,0,ByBirth,256,17,0
1,58.58,2.71,1,1,Energy,White,2.415,0,0,0,1,ByBirth,320,0,0
1,28.58,3.625,1,1,ConsumerStaples,White,0.25,0,0,0,1,ByBirth,100,0,0
1,34.25,1.75,1,1,Industrials,Asian,0.25,1,0,0,1,ByBirth,163,0,0
1,23.58,0.835,1,1,ConsumerDiscretionary,Black,0.085,0,0,0,1,ByBirth,220,5,0
1,51.83,3.0,0,0,Healthcare,Latino,1.5,0,0,0,0,ByBirth,180,4,0
1,24.58,1.25,1,1,Energy,White,0.25,0,0,0,0,ByBirth,110,0,0
1,80.25,5.5,1,1,Energy,White,0.54,1,0,0,0,ByBirth,0,340,0
1,16.33,4.085,1,1,ConsumerDiscretionary,Black,0.415,0,0,0,1,ByBirth,120,0,0
1,40.92,0.5,0,0,CommunicationServices,White,0.5,0,0,0,1,ByBirth,130,0,0
1,40.92,0.835,1,1,Healthcare,Latino,0.0,1,0,0,0,ByBirth,130,1,0
1,42.75,3.0,1,1,ConsumerDiscretionary,Asian,1.0,1,0,0,0,ByBirth,0,200,0
1,29.42,1.25,1,1,Energy,Black,0.25,0,1,2,1,ByBirth,400,108,0
0,17.92,10.21,1,1,Healthcare,Latino,0.0,0,0,0,0,ByBirth,0,50,0
1,33.67,2.165,1,1,Energy,White,1.5,0,0,0,0,Temporary,120,0,0
1,27.83,1.0,0,0,Real Estate,Black,3.0,0,0,0,0,ByBirth,176,537,0
1,39.5,1.625,1,1,Energy,White,1.5,0,0,0,0,ByBirth,0,316,0
0,25.33,2.085,1,1,Energy,Black,2.75,1,0,0,1,ByBirth,360,1,0
1,47.17,5.835,1,1,Industrials,White,5.5,0,0,0,0,ByBirth,465,150,0
1,31.08,3.085,1,1,Energy,White,2.5,0,1,2,1,ByBirth,160,41,0
1,28.46,0.04,0,0,Real Estate,White,4.25,0,0,0,1,ByBirth,460,0,0
1,28.58,3.625,1,1,ConsumerStaples,White,0.25,0,0,0,1,ByBirth,100,0,0
1,38.42,0.705,1,1,Energy,White,0.375,0,1,2,0,ByBirth,225,500,0
1,34.17,2.75,1,1,ConsumerDiscretionary,Asian,2.5,0,0,0,1,ByBirth,232,200,0
0,21.92,11.665,1,1,Financials,Black,0.085,0,0,0,0,ByBirth,320,5,0
1,20.0,1.25,0,0,Financials,White,0.125,0,0,0,0,ByBirth,140,4,0
1,35.0,2.5,1,1,ConsumerDiscretionary,White,1.0,0,0,0,1,ByBirth,210,0,0
0,21.92,11.665,1,1,Financials,Black,0.085,0,0,0,0,ByBirth,320,5,0
0,22.5,0.415,1,1,ConsumerDiscretionary,White,0.335,0,0,0,1,ByOtherMeans,144,0,0
0,24.5,2.415,0,0,Energy,White,0.0,0,0,0,0,ByBirth,120,0,0
1,30.33,0.5,1,1,Real Estate,Black,0.085,0,0,0,1,ByOtherMeans,252,0,0
1,51.83,3.0,0,0,Healthcare,Latino,1.5,0,0,0,0,ByBirth,180,4,0
1,30.08,1.04,0,0,ConsumerDiscretionary,Asian,0.5,1,1,10,1,ByBirth,132,28,0
0,23.0,1.835,1,1,Research,Other,0.0,0,1,1,0,ByBirth,200,53,0
1,22.92,3.165,0,0,Energy,White,0.165,0,0,0,0,ByBirth,160,1058,0
1,34.58,0.0,1,1,Energy,White,0.0,0,0,0,0,Temporary,0,0,0
0,24.58,0.67,1,1,ConsumerStaples,Black,1.75,1,0,0,0,ByBirth,400,0,0
1,29.42,1.25,1,1,Energy,Black,0.25,0,1,2,1,ByBirth,400,108,0
1,16.33,4.085,1,1,ConsumerDiscretionary,Black,0.415,0,0,0,1,ByBirth,120,0,0
1,23.08,0.0,1,1,Financials,White,1.0,0,1,11,0,ByOtherMeans,0,0,0
1,22.25,9.0,1,1,ConsumerStaples,White,0.085,0,0,0,0,ByBirth,0,0,0
0,22.92,1.25,1,1,Materials,White,0.25,0,0,0,1,ByBirth,120,809,0
1,29.67,0.75,0,0,Energy,White,0.04,0,0,0,0,ByBirth,240,0,0
1,32.08,4.0,0,0,InformationTechnology,White,1.5,0,0,0,1,ByBirth,120,0,0
1,22.92,3.165,0,0,Energy,White,0.165,0,0,0,0,ByBirth,160,1058,0
1,24.08,0.875,1,1,CommunicationServices,White,0.085,0,1,4,0,ByBirth,254,1950,0
1,23.5,3.165,0,0,Financials,White,0.415,0,1,1,1,ByBirth,280,80,0
1,34.25,1.75,1,1,Industrials,Asian,0.25,1,0,0,1,ByBirth,163,0,0
1,24.5,13.335,0,0,ConsumerStaples,White,0.04,0,0,0,1,ByBirth,120,475,0
1,24.58,1.25,1,1,Energy,White,0.25,0,0,0,0,ByBirth,110,0,0
1,35.25,3.165,1,1,Utilities,Black,3.75,1,0,0,1,ByBirth,680,0,0
1,18.17,2.46,1,1,Energy,Other,0.96,0,1,2,1,ByBirth,160,587,0
1,31.58,0.75,0,0,ConsumerStaples,White,3.5,0,0,0,1,ByBirth,320,0,0
1,26.5,2.71,0,0,Energy,White,0.085,0,0,0,0,ByOtherMeans,80,0,0
1,37.33,2.665,1,1,InformationTechnology,White,0.165,0,0,0,1,ByBirth,0,501,0
0,25.33,2.085,1,1,Energy,Black,2.75,1,0,0,1,ByBirth,360,1,0
1,31.58,0.75,0,0,ConsumerStaples,White,3.5,0,0,0,1,ByBirth,320,0,0
1,51.83,2.04,0,0,Healthcare,Latino,1.5,0,0,0,0,ByBirth,120,1,0
1,51.83,2.04,0,0,Healthcare,Latino,1.5,0,0,0,0,ByBirth,120,1,0
1,20.0,7.0,1,1,Energy,White,0.5,0,0,0,0,ByBirth,0,0,0
0,19.58,0.665,1,1,Industrials,White,1.665,0,0,0,0,ByBirth,220,5,0
1,20.42,1.085,1,1,Materials,White,1.5,0,0,0,0,ByBirth,108,7,0
1,29.67,0.75,0,0,Energy,White,0.04,0,0,0,0,ByBirth,240,0,0
0,17.67,0.0,0,0,Research,Latino,0.0,0,0,0,0,ByBirth,86,0,0
1,33.17,2.25,0,0,InformationTechnology,White,3.5,0,0,0,1,ByBirth,200,141,0
1,18.83,3.54,0,0,Healthcare,Latino,0.0,0,0,0,1,ByBirth,180,1,0
1,49.17,2.29,1,1,Healthcare,Latino,0.29,0,0,0,0,ByBirth,200,3,0
1,30.33,0.5,1,1,Real Estate,Black,0.085,0,0,0,1,ByOtherMeans,252,0,0
1,20.0,7.0,1,1,Energy,White,0.5,0,0,0,0,ByBirth,0,0,0
0,23.0,1.835,1,1,Research,Other,0.0,0,1,1,0,ByBirth,200,53,0
0,38.92,1.665,1,1,ConsumerStaples,White,0.25,0,0,0,0,ByBirth,0,390,0
1,22.75,11.5,1,1,ConsumerDiscretionary,White,0.415,0,0,0,0,ByBirth,0,0,0
1,29.75,0.665,1,1,Industrials,White,0.25,0,0,0,1,ByBirth,300,0,0
1,29.83,1.25,0,0,Financials,White,0.25,0,0,0,0,ByBirth,224,0,0
0,17.92,10.21,1,1,Healthcare,Latino,0.0,0,0,0,0,ByBirth,0,50,0
1,28.46,0.04,0,0,Real Estate,White,4.25,0,0,0,1,ByBirth,460,0,0
1,39.5,1.625,1,1,Energy,White,1.5,0,0,0,0,ByBirth,0,316,0
1,23.42,0.585,1,1,Energy,Black,0.085,1,0,0,0,ByBirth,180,0,0
1,27.83,1.0,0,0,Real Estate,Black,3.0,0,0,0,0,ByBirth,176,537,0
1,19.5,9.585,1,1,ConsumerStaples,White,0.79,0,0,0,0,ByBirth,80,350,0
1,23.58,1.79,1,1,Energy,White,0.54,0,0,0,1,ByBirth,136,1,0
1,20.42,1.085,1,1,Materials,White,1.5,0,0,0,0,ByBirth,108,7,0
1,25.58,0.335,1,1,Financials,Black,3.5,0,0,0,1,ByBirth,340,0,0
1,32.33,3.5,1,1,Financials,White,0.5,0,0,0,1,ByBirth,232,0,0
1,17.25,3.0,1,1,Financials,White,0.04,0,0,0,1,ByBirth,160,40,0
0,52.5,7.0,1,1,ConsumerStaples,Black,3.0,0,0,0,0,ByBirth,0,0,0
1,22.92,3.165,0,0,Energy,White,0.165,0,0,0,0,ByBirth,160,1058,0
1,80.25,5.5,1,1,Energy,White,0.54,1,0,0,0,ByBirth,0,340,0
1,36.17,5.5,1,1,ConsumerDiscretionary,Asian,5.0,0,0,0,0,ByBirth,210,687,0
0,22.92,1.25,1,1,Materials,White,0.25,0,0,0,1,ByBirth,120,809,0
1,21.08,10.085,0,0,Education,Black,1.25,0,0,0,0,ByBirth,260,0,0
1,26.5,2.71,0,0,Energy,White,0.085,0,0,0,0,ByOtherMeans,80,0,0
1,44.25,11.0,0,0,Real Estate,White,1.5,1,0,0,0,ByOtherMeans,0,0,0
1,22.08,2.335,1,1,Financials,White,0.75,0,0,0,0,ByBirth,180,0,0
1,44.25,11.0,0,0,Real Estate,White,1.5,1,0,0,0,ByOtherMeans,0,0,0
1,28.58,3.625,1,1,ConsumerStaples,White,0.25,0,0,0,1,ByBirth,100,0,0
0,38.92,1.665,1,1,ConsumerStaples,White,0.25,0,0,0,0,ByBirth,0,390,0
0,35.17,3.75,1,1,Healthcare,Latino,0.0,0,1,6,0,ByBirth,0,200,0
1,19.42,7.25,1,1,CommunicationServices,White,0.04,0,1,1,0,ByBirth,100,1,0
0,28.46,11.25,1,1,Healthcare,Latino,0.0,0,0,0,0,ByBirth,0,5200,0
1,36.5,4.25,1,1,Materials,White,3.5,0,0,0,0,ByBirth,454,50,0
1,33.58,0.335,0,0,InformationTechnology,White,0.085,0,0,0,0,ByBirth,180,0,0
0,21.75,11.75,1,1,Energy,White,0.25,0,0,0,1,ByBirth,180,0,0
1,24.5,13.335,0,0,ConsumerStaples,White,0.04,0,0,0,1,ByBirth,120,475,0
0,33.92,1.585,0,0,Healthcare,Latino,0.0,1,0,0,0,ByBirth,320,0,0
